despesa,tipo
APPLE.COM/BILL,Nerdisse
EBN*SPOTIFY,Nerdisse
Condominio,Fixo
Avis,Carro
Saque,Saques
IKEA BRAGA CAIXAS ECO BRAGA PR,Casa
TOMATINO NOVA ARCADA BR,Comida
ARCADIA BRAGA PARQUE BR,Comida
EDP COMERCIALCOMERCIA,Contas
LA PORTA REST BRAGA 1,Comida
LA PORTA REST BRAGA 2,Comida
CONTINENTE BRAGA BRAGA,Supermercado
Glovo,Comida
Almoco,Comida
Sorverte,Comida
UBR PENDING.UBER.COM AMSTERDAM NH,Carro
CONTINENTE BRAGA BRAGA,Supermercado
LA ROTISSERIE BRAGA,Comida
Glovo 12,Comida
GLOVO24APR BR5GTAKL5 none,Comida
UBR PENDING.UBER.COM AMSTERDAM NH,Carro
UBR PENDING.UBER.COM AMSTERDAM NH,Carro
UBR PENDING.UBER.COM AMSTERDAM NH,Carro
UBR PENDING.UBER.COM AMSTERDAM NH,Carro
CONTINENTE BRAGA BRAGA,Supermercado
JEAN LOUIS DAVID BRAGA,Roupas
Glovo 22APR BRCVMDVME,Comida
Glovo 22APR BRD8ZJE7X,Comida
Glovo 21APR BRYLJQ11R,Comida
GLOVO21APR BRKAPVW4H none,Comida
LA ROTISSERIE BRAGA,Comida
Glovo 20APR BR2MBEF8J,Comida
Glovo 20APR BRL7HQ1PE,Comida
Glovo 18APR BRCTJNXFF,Comida
VODAFONE PORTUGAL COMU,Contas
"AGEREEMP.DE AGUAS,EFL",Contas
UBR PENDING.UBER.COM AMSTERDAM,Carro
UBR PENDING.UBER.COM AMSTERDAM,Carro
UBR PENDING.UBER.COM AMSTERDAM,Carro
UBR PENDING.UBER.COM AMSTERDAM,Carro
BRAGA RIO LOJA 306 BRAG,Comida
ARCADIA BRAGA PARQUE BR,Comida
TOMATINO NOVA ARCADA BR,Comida
CONTINENTE BRAGA BRAGA,Supermercado
Glovo 14APR BREV1CABM,Comida
Glovo 13APR BR1Q11YCH,Comida
Glovo 13APR BR1CUKLTZ,Comida
Glovo 13APR BRQTNRCM1,Comida
IMPOSTO DE SELO 17.3.4,Fixo
COM. MANUTENCAO CONTA ORDENADO 032023,Fixo
a.NordVPN Amsterdam NL,Nerdisse
Glovo 12APR BRNHNGLWY,Comida
Glovo 1,Comida
Glovo 2,Comida
Glovo 3,Comida
INT PAG TIT,Fixo
DA COMGAS,Fixo
DA VIVO FIXO,Fixo
ANUIDADE DIFERENCIADA 05/12,Fixo
AMAZON KINDLE UNLTD SAO PAULO BR,Nerdisse
"4259522985 BELLEVUE WA",Nerdisse
"4259522985 912-1844160 WA",Nerdisse
DISNEY PLUS SAO PAULO BR,Nerdisse
NETFLIX.COM SAO PAULO BR,Nerdisse
APPLE.COM/BILL SAO PAULO BR,Nerdisse
DM *HELPHBOMAXCOM SAO PAULO BR,Nerdisse
"4259522985",Nerdisse
VODAFONE PORTUGAL COMU,Contas
EDP COMERCIALCOMERCIA,Contas
"AGEREEMP.DE AGUAS,EFL",Contas
UBR PENDING.UBER.COM AMSTERDAM NH,Carro
UBR PENDING.UBER.COM AMSTERDAM NH,Carro
UBR PENDING.UBER.COM AMSTERDAM NH,Carro
UBR PENDING.UBER.COM AMSTERDAM NH,Carro
UBR PENDING.UBER.COM AMSTERDAM NH,Carro
UBR PENDING.UBER.COM AMSTERDAM NH,Carro
UBR PENDING.UBER.COM AMSTERDAM NH,Carro
UBR PENDING.UBER.COM AMSTERDAM NH,Carro
UBR PENDING.UBER.COM AMSTERDAM NH,Carro
UBER TRIP AMSTERDAM NH,Carro
UBR PENDING.UBER.COM AMSTERDAM NH,Carro
Glovo 25APR BRZ13AWMW Lisbon PR,Comida
Uber1,Carro
Uber2,Carro
Rio Loja,Comida
DA  ELETROPAULO 56301179,Fixo
TAR PACOTE ITAU   ABR/23,Fixo
INT PAG TIT 109005442012,Fixo
DA  VIVO FIXO 9324810660,Fixo
EBN*SPOTIFY,Nerdisse
IOF TRANSACOES INTERNACIONAIS,Fixo
Glovo 27APR BR6CWQ8UH,Comida
Glovo 28APR BR7LYCACC,Comida
Glovo 02MAY BRJ4XF2AD,Comida
Glovo 02MAY BRS32NMHY,Comida
Glovo GLOVO PRIME,Comida
Glovo 03MAY BRZ6SYVVA,Comida
Glovo 04MAY BRLNJ9KAD,Comida
Avis,Carro
Glovo 05MAY BRZCWN1LN,Comida
Glovo 05MAY BREK7W8XP,Comida
UBR PENDING.UBER.COM AMSTERDAM NH,Carro
UBR PENDING.UBER.COM AMSTERDAM NH,Carro
CONTINENTE BRAGA BRAGA,Supermercado
Glovo 28MAY BR3VUV9VG Lisbon PR,Comida
Glovo 27MAY BRZQDJ7FV Lisbon PR,Comida
GLOVO26MAY BR4P71MNR none,Comida
Glovo 26MAY BR1FB1CRU Lisbon PR,Comida
Glovo 25MAY BREN1LDXD Lisbon PR,Comida
Glovo 25MAY BR5G19ULP Lisbon PR,Comida
Glovo 24MAY BRLHMA1UC Lisbon PR,Comida
Com.Transf.credito nao SEPA+ Em Linha(desp.OUR),Fixo
Comissão Transf. a crédito não SEPA+ Em Linha,Fixo
Com. Transf. crédito não SEPA+ Em Linha (SWIFT),Fixo
IVA  23%   s/Desp.SWIFT Ord.Pag.Ref.20231011423,Fixo
I.S.   4%  s/Com. OUR Ord. Pag. Ref.20231011423,Fixo
I.S.  4%  s/Com.Emis. Ord. Pag. Ref.20231011423,Fixo
UBR PENDING.UBER.COM AMSTERDAM NH,Carro
UBR PENDING.UBER.COM AMSTERDAM NH,Carro
Glovo 23MAY BRPQFXPZR Lisbon PR,Comida
Glovo 23MAY BR21L7GN1 Lisbon PR,Comida
Glovo 22MAY BRATKUHYW Lisbon PR,Comida
UBR PENDING.UBER.COM AMSTERDAM NH,Carro
UBR PENDING.UBER.COM AMSTERDAM NH,Carro
UBR PENDING.UBER.COM AMSTERDAM NH,Carro
UBR PENDING.UBER.COM AMSTERDAM NH,Carro
CONTINENTE BRAGA BRAGA,Supermercado
Glovo 21MAY BR1DE61EF Lisbon PR,Comida
JEAN LOUIS DAVID BRAGA,Roupas
Glovo 20MAY BRLFJ6L7V Lisbon PR,Comida
Glovo 19MAY BRZRUKLM4 Lisbon PR,Comida
Glovo 19MAY BRZNJ3MLF Lisbon PR,Comida
Glovo 19MAY BRGQKWPPB Lisbon PR,Comida
TRF MB WAY P/ *****4651,Comida
UBR PENDING.UBER.COM AMSTERDAM NH,Carro
Glovo 17MAY BR91SP7XP Lisbon PR,Comida
FELIX TABERNA SE,Comida
UBR PENDING.UBER.COM AMSTERDAM NH,Carro
UBR PENDING.UBER.COM AMSTERDAM NH,Carro
Glovo 16MAY BRV1S3QLS Lisbon PR,Comida
UBR PENDING.UBER.COM AMSTERDAM NH,Carro
UBR PENDING.UBER.COM AMSTERDAM NH,Carro
UBR PENDING.UBER.COM AMSTERDAM NH,Carro
UBR PENDING.UBER.COM AMSTERDAM NH,Carro
SPORT ZONE BRAGA PARQU,Final de Semana
POKE HOUSE BRAGA LISBOA,Comida
PINGO DOCE BRAGA BRAGA,Supermercado
Glovo 13MAY BRVPP1TL7 Lisbon PR,Comida
UBR PENDING.UBER.COM AMSTERDAM NH,Carro
UBR PENDING.UBER.COM AMSTERDAM NH,Carro
GLOVO12MAY BR7Z3W6VL none,Comida
CONTINENTE BRAGA BRAGA,Supermercado
GLOVO11MAY BR45TWGCY none,Comida
Glovo 11MAY BRLJVBKP7 Lisbon PR,Comida
IMPOSTO DE SELO 17.3.4,Fixo
COM. MANUTENCAO CONTA ORDENADO 042023,Fixo
PLAYMORETENNIS COM SAO VITOR,Final de Semana
Glovo 10MAY BRXAB9VKE Lisbon PR,Comida
UBR PENDING.UBER.COM AMSTERDAM NH,Carro
UBR PENDING.UBER.COM AMSTERDAM NH,Carro
Glovo 09MAY BRWL3PC7W Lisbon PR,Comida
Comissao Transferencia a credito SEPA+ Em Linha,Fixo
I.S.  4%  s/Com.Emis. Ord. Pag. Ref.20230903980,Fixo
WOK TO WALK N ARCADA BR,Comida
UBR PENDING.UBER.COM AMSTERDAM NH,Carro
UBR PENDING.UBER.COM AMSTERDAM NH,Carro
CONTINENTE BRAGA BRAGA,Supermercado
GLOVO1,Comida
Uber1,Carro
Cinema,Final de Semana
Almoco,Comida
Uber2,Carro
Eletropaulo,Contas
IOF,Fixo
ComGas,Contas
Glovo 1,Comida
Glovo 2,Comida
Glovo,Comida
AmazonPrimeBR SAO PAULO BR,Nerdisse
Amazon Kindle Unltd SAO PAULO BR,Nerdisse
ANUIDADE DIFERENCIADA 06/12,Fixo
Disney Plus SAO PAULO BR,Nerdisse
NETFLIX.COM SAO PAULO BR,Nerdisse
APPLE.COM/BILL SAO PAULO BR,Nerdisse
DM*HELPHBOMAXCOM SAO PAULO BR,Nerdisse
EBN*SPOTIFY CURITIBA BR,Nerdisse
Glovo 29JUN BRPNY1JAG Lisbon PR,Comida
Glovo 28JUN BRKSCR8KA Lisbon PR,Comida
Glovo 28JUN BREDPNJLZ Lisbon PR,Comida
UBR PENDING.UBER.COM AMSTERDAM NH,Carro
UBR PENDING.UBER.COM AMSTERDAM NH,Carro
Glovo 27JUN BRQ7QF3SX Lisbon PR,Comida
Glovo 26JUN BRVJZGASL Lisbon PR,Comida
Glovo 26JUN BRD2F5L68 Lisbon PR,Comida
BRAGA RIO LOJA 306 BRAG,Comida
UBR PENDING.UBER.COM AMSTERDAM NH,Carro
UBR PENDING.UBER.COM AMSTERDAM NH,Carro
UBR PENDING.UBER.COM AMSTERDAM NH,Carro
UBR PENDING.UBER.COM AMSTERDAM NH,Carro
CONTINENTE BRAGA BRAGA,Supermercado
Glovo 23JUN BR26SHXBB Lisbon PR,Comida
Glovo 23JUN BRAVLYFPJ Lisbon PR,Comida
TACO BELL BRAGA ARCABRAGA,Comida
Glovo 21JUN BRX9SJLMH Lisbon PR,Comida
UBR PENDING.UBER.COM AMSTERDAM NH,Carro
UBR PENDING.UBER.COM AMSTERDAM NH,Carro
Glovo 20JUN BR9CSVSEK Lisbon PR,Comida
Glovo 20JUN BRU1R7VB8 Lisbon PR,Comida
GLOVO19JUN BRM544NW1 none,Comida
UBR PENDING.UBER.COM AMSTERDAM NH,Carro
UBR PENDING.UBER.COM AMSTERDAM NH,Carro
UBR PENDING.UBER.COM AMSTERDAM NH,Carro
UBR PENDING.UBER.COM AMSTERDAM NH,Carro
WOK TO WALK N ARCADA BR,Comida
CONTINENTE BRAGA BRAGA,Supermercado
JEAN LOUIS DAVID BRAGA,Roupas
FNAC BRAGA BRAGA PR,Casa
BRAGA RIO LOJA 306 BRAG,Comida
Glovo 17JUN BR1UUM1XL Lisbon PR,Comida
Glovo 17JUN BRD8LPFKJ Lisbon PR,Comida
Glovo 16JUN BRXH4RWDL Lisbon PR,Comida
Glovo 16JUN BRWD1FE41 Lisbon PR,Comida
Glovo 15JUN BRZJ7METC Lisbon PR,Comida
UBR PENDING.UBER.COM AMSTERDAM NH,Carro
UBR PENDING.UBER.COM AMSTERDAM NH,Carro
Glovo 14JUN BRQZYYGSG Lisbon PR,Comida
UBR PENDING.UBER.COM AMSTERDAM NH,Carro
UBR PENDING.UBER.COM AMSTERDAM NH,Carro
Glovo 13JUN BR4UX4ZEL Lisbon PR,Comida
Glovo 12JUN BRTENGGYL Lisbon PR,Comida
UBR PENDING.UBER.COM AMSTERDAM NH,Carro
UBR PENDING.UBER.COM AMSTERDAM NH,Carro
DD PT10100825 VODAFONE PORTUG 07335462122,Contas
CONTINENTE BRAGA BRAGA,Supermercado
Glovo 10JUN BRALDWNQ1 Lisbon PR,Comida
Glovo 10JUN BRLA3DEXS Lisbon PR,Comida
Glovo 09JUN BRVRMH2AK Lisbon PR,Comida
"PAG SERV 21796/233028442 AGEREEMP.DE AGUAS,EFL",Contas
PAG SERV 20174/241924599 EDP COMERCIALCOMERCIA,Contas
LEV ATM 6251 CGD   Braga         C Com Nova Arc,Saques
IMPOSTO DE SELO 17.3.4,Fixo
COM. MANUTENCAO CONTA ORDENADO 052023,Fixo
UBR PENDING.UBER.COM AMSTERDAM NH,Carro
UBR PENDING.UBER.COM AMSTERDAM NH,Carro
Glovo 05JUN BRVFPJ7U7 Lisbon PR,Comida
UBR PENDING.UBER.COM AMSTERDAM NH,Carro
UBR PENDING.UBER.COM AMSTERDAM NH,Carro
Glovo 04JUN BRA8CLTSE Lisbon PR,Comida
CONTINENTE BRAGA BRAGA,Supermercado
Glovo 03JUN BRW6LDH7L Lisbon PR,Comida
Uber,Carro
Continente,Supermercado
Almoco,Comida
uber2,Carro
Glovo Prime,Contas
Eletropaulo,Contas
Vivo,Contas
Condominio,Contas
Pacote Itau,Contas
Comgas,Contas
ANUIDADE DIFERENCIADA 07/12,Fixo
AmazonPrimeBR,Nerdisse
Amazon Kindle Unltd,Nerdisse
Disney Plus,Nerdisse
NETFLIX.COM,Nerdisse
APPLE.COM/BILL,Nerdisse
DM*HELPHBOMAXCOM,Nerdisse
EBN *SPOTIFY,Nerdisse
Glovo 05JUL BRLFFKRNN Lisbon PR,Comida
Glovo 05JUL BRHGGBUPL Lisbon PR,Comida
UBR PENDING.UBER.COM AMSTERDAM NH,Carro
UBR PENDING.UBER.COM AMSTERDAM NH,Carro
Glovo 04JUL BRZSBBG12 Lisbon PR,Comida
Glovo 04JUL BRAB19JGE Lisbon PR,Comida
Glovo 03JUL BR38MEUM1 Lisbon PR,Comida
LEV ATM 6251 CGD   Braga         R Fr DuarteSa,Saques
Glovo 02JUL BR91ELXR1 Lisbon PR,Comida
glovo 1,Comida
glovo 2,Comida
Glovo Prime,Fixo
EDP,Contas
Solange,Fixo
pacote itau,Fixo
Glovo 20JUL BRYJ6RJFR Lisbon PR,Comida
Glovo 19JUL BR1NGBQXY Lisbon PR,Comida
UBR PENDING.UBER.COM AMSTERDAM NH,Carro
UBR PENDING.UBER.COM AMSTERDAM NH,Carro
Glovo 18JUL BRF3BLX14 Lisbon PR,Comida
UBR PENDING.UBER.COM AMSTERDAM NH,Carro
UBR PENDING.UBER.COM AMSTERDAM NH,Carro
Glovo 17JUL BRTY4LFNG Lisbon PR,Comida
UBR PENDING.UBER.COM AMSTERDAM NH,Carro
UBR PENDING.UBER.COM AMSTERDAM NH,Carro
Glovo 16JUL BRTXCBYTE Lisbon PR,Comida
UBR PENDING.UBER.COM AMSTERDAM NH,Carro
UBR PENDING.UBER.COM AMSTERDAM NH,Carro
Glovo 14JUL BRP1TBGJH Lisbon PR,Comida
Glovo 14JUL BRH48UGRP Lisbon PR,Comida
Glovo 13JUL BRZWVBYXK Lisbon PR,Comida
Glovo 12JUL BRF8BNPKE Lisbon PR,Comida
Glovo Lisbon PR,Comida
UBR PENDING.UBER.COM AMSTERDAM NH,Carro
UBR PENDING.UBER.COM AMSTERDAM NH,Carro
DD PT10100825 VODAFONE PORTUG 07335462122,Contas
UBR PENDING.UBER.COM AMSTERDAM NH,Carro
UBR PENDING.UBER.COM AMSTERDAM NH,Carro
Glovo 09JUL BR26YFHK4 Lisbon PR,Comida
FARMACIA MADALENA 4700207 BRAGA,Medico
IMPOSTO DE SELO 17.3.4,Fixo
COM. MANUTENCAO CONTA ORDENADO 062023,Fixo
Uber 1,Carro
Uber 2,Carro
Uber 3,Carro
Uber 4,Carro
Continente,Supermercado
Glovo,Comida
Condominio,Fixo
Congas,Contas
Vivo,Contas
Glovo 1,Comida
Glovo 2,Comida
Glovo 3,Comida
Glovo 02AUG BR1LFUABZ Lisbon PR,Comida
Glovo 02AUG BRJ1AXZ8G Lisbon PR,Comida
Glovo 01AUG BRNQ9FZWB Lisbon PR,Comida
Glovo 01AUG BRKNX4ZA4 Lisbon PR,Comida
Glovo 31JUL BRJMM9J1C Lisbon PR,Comida
TOMATINO BRAGA PQ BRAGA,Comida
UBR PENDING.UBER.COM AMSTERDAM NH,Carro
UBR PENDING.UBER.COM AMSTERDAM NH,Carro
UBR PENDING.UBER.COM AMSTERDAM NH,Carro
UBR PENDING.UBER.COM AMSTERDAM NH,Carro
CONTINENTE BRAGA BRAGA,Supermercado
Glovo 28JUL BRGNN3YYZ Lisbon PR,Comida
LA ROTISSERIE BRAGA,Comida
Glovo 26JUL BRG83C1ZF Lisbon PR,Comida
UBR PENDING.UBER.COM,Carro
UBR PENDING.UBER.COM AMSTERDAM NH,Carro
UBR PENDING.UBER.COM AMSTERDAM NH,Carro
Glovo 25JUL BR11BGJZX Lisbon PR,Comida
BRASA RIO BRAGA PR,Comida
PINGO DOCE BRAGA BRAGA,Supermercado
UBR PENDING.UBER.COM AMSTERDAM NH,Carro
UBR PENDING.UBER.COM AMSTERDAM NH,Carro
Glovo 23JUL BRSN95LPL Lisbon PR,Comida
Glovo 23JUL BRBYH1DKA Lisbon PR,Comida
Glovo 22JUL BRWRTZK4L Lisbon PR,Comida
Uber 1,Carro
Continente,Supermercado
Uber 2,Carro
Glovo 3,Comida
Valor Mae,Fixo
Eletropaulo,Contas
Pacote Itau,Contas
Glovo Prime,Contas
Blizzard,Nerdisse
ANUIDADE DIFERENCIADA 08/12,Fixo
AmazonPrimeBR,Nerdisse
Amazon Kindle Unltd,Nerdisse
Disney Plus,Nerdisse
NETFLIX.COM,Nerdisse
APPLE.COM/BILL,Nerdisse
HELPHBOMAXCOM,Nerdisse
Spotify,Nerdisse
Glovo 2,Comida
UBR PENDING.UBER.COM,Carro
Glovo 1,Comida
Glovo 07SEP BRVJ1DJTV,Comida
IMPOSTO DE SELO 17.3.4,Fixo
COM. MANUTENCAO CONTA ORDENADO 082023,Fixo
IMP.  SELO  COM. TRANSFERENCIA,Fixo
Comissao Transferencia a credito SEPA+ Em Linha,Fixo
TRF P/ Lucinda dona da casa,Contas
UBR PENDING.UBER.COM,Carro
UBR PENDING.UBER.COM,Carro
Glovo 05SEP BRKNES9VH,Comida
Glovo 04SEP BRXJNJ1LY,Comida
LEV ATM 6251 BPI   BRAGA         R Cidade do Po,Saques
UBR PENDING.UBER.COM,Carro
UBR PENDING.UBER.COM,Carro
HEBE GYROS BRAGA BRAGA,Comida
CONTINENTE BRAGA BRAGA,Supermercado
Glovo 01SEP BRQGB7BLL,Comida
Glovo 30AUG BRVFD1VXS,Comida
Glovo 30AUG BR5Y1WYXK,Comida
Glovo 29AUG BRX1UYMY4,Comida
Glovo 28AUG BRPPU33AC,Comida
UBR PENDING.UBER.COM,Carro
UBR PENDING.UBER.COM,Carro
UBR PENDING.UBER.COM,Carro
UBR PENDING.UBER.COM,Carro
TOMATINO NOVA ARCADA BR,Comida
CONTINENTE BRAGA BRAGA,Supermercado
BRAGA RIO LOJA 306 BRAG,Comida
Glovo 25AUG BR5Q6FYDM,Comida
Comissao Transferencia a credito SEPA+ Em Linha,Fixo
I.S.  4%  s/Com.Emis. Ord. Pag. Ref.20231684975,Fixo
STM BRAGA,Comida
Glovo 24AUG BRKMLLUL3,Comida
SPORT ZONE NOVA ARCA BR,Roupas
SEASIDE BRAGA PR,Roupas
VITAMINAS N ARCADA BRAG,Comida
Glovo 23AUG BRWNLLAMD,Comida
DD PT34100781 EDP COMERCIALC 16010011942146,Contas
UBR PENDING.UBER.COM,Carro
UBR PENDING.UBER.COM,Carro
UBR PENDING.UBER.COM,Carro
UBR PENDING.UBER.COM,Carro
JEAN LOUIS DAVID BRAGA,Roupas
BODEGAO BRAGA BRAGA PR,Comida
Glovo 19AUG BRW1FZJER,Comida
TOMATINO NOVA ARCADA BR,Comida
UBR PENDING.UBER.COM,Carro
CONTINENTE BRAGA BRAGA,Supermercado
Glovo 18AUG BRUVR2LU4,Comida
WOK TO WALK BRAGA BRAGA,Comida
PINGO DOCE BRAGA BRAGA,Supermercado
UBR PENDING.UBER.COM,Carro
UBR PENDING.UBER.COM,Carro
Glovo 14AUG BRHFNLMA3,Comida
Glovo 14AUG BRR11MZNQ,Comida
UBR PENDING.UBER.COM,Carro
UBR PENDING.UBER.COM,Carro
UBER TRIP,Carro
COMPANHIA SANDES BRG BR,Comida
IKEA BRAGA CAIXAS ECO B,Casa
Glovo 12AUG BREQRA5ZS,Comida
CONTINENTE BRAGA BRAGA,Supermercado
Glovo 11AUG BRBQDXTY7,Comida
Glovo 10AUG BR61DV7LD,Comida
IMPOSTO DE SELO 17.3.4,Fixo
COM. MANUTENCAO CONTA ORDENADO 072023,Fixo
Glovo 09AUG BRHQS8DD7,Comida
Glovo 09AUG BRB8UN5TA,Comida
"PAG SERV 21796/246412542 AGEREEMP.DE AGUAS,EFL",Contas
DD PT10100825 VODAFONE PORTUG 07335462122,Contas
Glovo 07AUG BR96E9K3T,Comida
Uber 1,Carro
Continente,Supermercado
Vitamina,Comida
Uber 2,Carro
Glovo 1,Comida
Glovo 2,Comida
Glovo 1,Comida
Glovo 2,Comida
Passagem Brasil,Final de Semana
Glovo Prime,Fixo
Glovo 3,Comida
Glovo 4,Comida
AmazonPrimeBR,Nerdisse
Amazon Kindle Unltd,Nerdisse
ANUIDADE DIFERENCIADA 09/12,Fixo
Disney Plus,Nerdisse
NETFLIX.COM,Nerdisse
APPLE.COM/BILL,Nerdisse
AMERICANAS *FIT IN 01/08 MONTEIRO,Fixo
DM*HELPHBOMAXCOM,Nerdisse
EBN*SPOTIFY,Nerdisse
pacote iatu,Fixo
Condominio,Fixo
Eletropaulo,Contas
Vivo,Contas
Gas,Contas
Glovo 1,Comida
Glovo,Comida
TRF P/ Lucinda dona da casa,Contas
UBR PENDING.UBER.COM,Carro
UBR PENDING.UBER.COM,Carro
Glovo 03OCT BRZ8JVQLT,Comida
Glovo 03OCT BRXXGFURA,Comida
Glovo 02OCT BRLVTL2PP,Comida
UBR PENDING.UBER.COM,Carro
UBR PENDING.UBER.COM,Carro
CONTINENTE BRAGA BRAGA,Supermercado
Glovo 01OCT BRH1L1EES,Comida
Glovo 30SEP BRLELHEEZ,Comida
Glovo 30SEP BRPG9G7AG,Comida
CUSTO DE SERVICO INTERNACIONAL,Fixo
Google Niantic I BRL TC   0.1907356,Nerdisse
Glovo 29SEP BR51L94NU,Comida
Glovo 27SEP BR58VF9SN,Comida
Glovo 27SEP BRX8CNRXD,Comida
UBR PENDING.UBER.COM,Carro
UBR PENDING.UBER.COM,Carro
Glovo 26SEP BRH7XDGTU,Comida
Glovo 25SEP BR5KKDFC8,Comida
UBR PENDING.UBER.COM,Carro
UBR PENDING.UBER.COM,Carro
CONTINENTE BRAGA BRAGA,Supermercado
Glovo 22SEP BR8J4SRTQ,Comida
Glovo 22SEP BRUNC8MAB,Comida
Glovo 21SEP BR7GMD1RL,Comida
Glovo 20SEP BR1ZPGLX9,Comida
DD PT34100781 EDP COMERCIAL C 16010011942146,Contas
"PAG SERV 21796/252990342 AGEREEMP.DE AGUAS,EFL",Contas
UBR PENDING.UBER.COM,Carro
UBR PENDING.UBER.COM,Carro
Glovo 19SEP BRNQSJBWA,Comida
Glovo 19SEP BR19DK1PY,Comida
Glovo 18SEP BRAAPRDWJ,Comida
UBR PENDING.UBER.COM,Carro
UBR PENDING.UBER.COM,Carro
CONTINENTE BRAGA BRAGA,Supermercado
Glovo 16SEP BRSLLFHCU,Comida
GlovoApp Portugal LISBOA PR,Comida
Glovo 15SEP BRWMDDXM1,Comida
Glovo 14SEP BRBLYLJWZ,Comida
Glovo 13SEP BRZLJH1FL,Comida
UBR PENDING.UBER.COM,Carro
UBR PENDING.UBER.COM,Carro
Glovo 12SEP BRRWTE75N,Comida
DD PT10100825 VODAFONE PORTUG 07335462122,Contas
Glovo 12SEP BRDXC77ZZ,Comida
Glovo 15SEP BRYHLBNDM,Comida
GlovoApp Portugal,Comida
Glovo 23SEP BRPAWHLPF,Comida
Glovo 23SEP BR8UH1HXX,Comida
Glovo 25SEP BRKJYXB8Y,Comida
Glovo 28SEP BRTPMPGVW,Comida
Glovo 29SEP BRK1Y9CWT,Comida
Glovo GLOVO PRIME,Comida
DA  VIVO FIXO 9324810660,Contas
DA  COMGAS 48353698,Contas
INT TED  3c49f4de,Fixo
DA  ELETROPAULO 56301179,Contas
TAR PACOTE ITAU   SET/23,Contas
Condominio,Contas
AMERICANAS *FIT IN 02/08 MONTEIRO,Nerdisse
ANUIDADE DIFERENCIADA 10/12,Fixo
Amazon Kindle Unltd,Nerdisse
AmazonPrimeBR,Nerdisse
Disney Plus,Nerdisse
NETFLIX.COM,Nerdisse
APPLE.COM/BILL,Nerdisse
DEMERGE BRAS*HELPHBOMA SAO PAULO B,Nerdisse
ALURA 01/12,Nerdisse
BLOX COBRANC*DESM 01/06 COLOMBO BR,Casa
EBN*SPOTIFY,Nerdisse
Condominio setembro,Contas
UBR PENDING.UBER.COM,Carro
UBR PENDING.UBER.COM,Carro
UBER TRIP,Carro
CONTINENTE BRAGA BRAGA,Supermercado
Glovo 18OCT BRYLHJL81,Comida
Glovo 17OCT BRSC1XH1Y,Comida
Glovo 16OCT BRZCRFRH1,Comida
UBR PENDING.UBER.COM,Carro
UBR PENDING.UBER.COM,Carro
UBR PENDING.UBER.COM,Carro
UBR PENDING.UBER.COM,Carro
UBR PENDING.UBER.COM,Carro
BRASA RIO BRAGA PR,Comida
Glovo 15OCT BRLRP49QJ,Comida
Glovo 14OCT BRDFLVSDU,Comida
Glovo 14OCT BRBP9KPSA,Comida
Glovo 13OCT BRBJU3A3M,Comida
HOSPITAL PRIV BRAGA 4715196 BRAGA,Medico
Glovo 12OCT BR1YSP3CT,Comida
Glovo 11OCT BR5W4P1LP,Comida
UBR PENDING.UBER.COM,Carro
UBR PENDING.UBER.COM,Carro
Glovo 10OCT BRBYC1BK7,Comida
Glovo 10OCT BRAQETLBJ,Comida
DD PT10100825 VODAFONE PORTUG 07335462122,Contas
Glovo 09OCT BRWYJUREL,Comida
UBR PENDING.UBER.COM,Carro
UBR PENDING.UBER.COM,Carro
UBR PENDING.UBER.COM,Carro
UBR PENDING.UBER.COM,Carro
NOS CINEMAS BRAGA PQ BR,Final de Semana
NOS CINEMAS BRAGA PQ BR,Final de Semana
FNAC BRAGA BRAGA PR,Nerdisse
TOMATINO NOVA ARCADA BR,Comida
CONTINENTE BRAGA BRAGA,Supermercado
Glovo 07OCT BRYRDG5PK,Comida
Glovo 06OCT BRU638LBL,Comida
Glovo 06OCT BRFHLFYFJ,Comida
Glovo 05OCT BRV1LNEYG,Comida
IMPOSTO DE SELO 17.3.4,Fixo
COM. MANUTENCAO CONTA ORDENADO 092023,Fixo
Glovo 04OCT BR1DDWKLX,Comida
IMP.  SELO  COM. TRANSFERENCIA (�� TAXA DE 4%),Fixo
Comiss��o Transfer��ncia a cr��dito SEPA+ Em Linha,Fixo
Glovo 31AUG BRACZFGDZ,Comida
Glovo GLOVO PRIME,Comida
IBERIA 075142125194,Final de Semana
Glovo 06SEP BRTH1PMZG,Comida
Glovo 09SEP BRANKF2Q9,Comida
Glovo 12SEP BRDXC77ZZ,Comida
Glovo 15SEP BRYHLBNDM,Comida
GlovoApp Portugal,Comida
Glovo 23SEP BRPAWHLPF,Comida
Glovo 23SEP BR8UH1HXX,Comida
Glovo 25SEP BRKJYXB8Y,Comida
Glovo 28SEP BRTPMPGVW,Comida
Glovo 29SEP BRK1Y9CWT,Comida
Only Fans,Nerdisse
Only Fans,Nerdisse
DA COMGAS 48353698,Contas
DA VIVO FIXO 9324810660,Contas
Glovo 01NOV BR7LDDSYA,Comida
Glovo 01NOV BRNPZXSFD,Comida
Glovo 31OCT BRFQ5MTN7,Comida
Glovo 31OCT BRLLBBZBR,Comida
Glovo 31OCT BRFFGBL16,Comida
Com.Transf.credito nao SEPA+ Em Linha(desp.OUR),Fixo
Comiss��o Transf. a cr��dito n��o SEPA+ Em Linha,Fixo
Com. Transf. cr��dito n��o SEPA+ Em Linha (SWIFT),Fixo
IVA  23%   s/Desp.SWIFT Ord.Pag.Ref.20232169917,Fixo
